CountryName,Year,Week,D_0_14,D_15_64,D_64m,D_65_74,D_75_84,D_85p,D_65p,D_Total,P_0_14,P_15_64,P_64m,P_65_74,P_75_84,P_85p,P_Total,AveBaselineDeathRate17_19_0_14,ExpBaselineDeaths2020_0_14,ExtraDeathsOverBaseline_0_14,AveBaselineDeathRate17_19_15_64,ExpBaselineDeaths2020_15_64,ExtraDeathsOverBaseline_15_64,ExpBaselineDeaths2020_64m,ExtraDeathsOverBaseline_64m,AveBaselineDeathRate17_19_65_74,ExpBaselineDeaths2020_65_74,ExtraDeathsOverBaseline_65_74,AveBaselineDeathRate17_19_75_84,ExpBaselineDeaths2020_75_84,ExtraDeathsOverBaseline_75_84,AveBaselineDeathRate17_19_85p,ExpBaselineDeaths2020_85p,ExtraDeathsOverBaseline_85p,ExpBaselineDeaths2020_65p,ExtraDeathsOverBaseline_65p,AveBaselineDeathRate17_19_Total,ExpBaselineDeaths2020_Total,ExtraDeathsOverBaseline_Total
Australia,2020,1,7,282,290,416,710,1102,2228,2518,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.0,9.5,-2.5,19.5,321.5,-39.5,330.9,-41.9,193.9,453.3,-37.3,582.1,755.7,-45.7,2120.5,1119.7,-17.7,2328.8,-100.8,101.0,2567.1,-49.1
Australia,2020,2,9,333,342,441,678,1058,2177,2520,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.3,11.2,-2.2,21.0,347.1,-14.1,358.2,-16.2,178.8,418.0,23.0,582.3,756.0,-78.0,2133.2,1126.4,-68.4,2300.4,-123.4,101.0,2567.3,-47.3
Australia,2020,3,8,300,309,422,698,1080,2200,2509,4751724,16490628,21242352,2338091,1298317,528050,25406811,1.9,9.1,-1.1,19.4,319.7,-19.7,328.8,-20.8,181.6,424.6,-2.6,564.0,732.2,-34.2,2141.3,1130.7,-50.7,2287.6,-87.6,99.4,2526.4,-17.4
Australia,2020,4,7,294,302,388,733,1143,2264,2566,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.2,10.5,-3.5,19.9,328.4,-34.4,338.8,-37.8,189.9,444.0,-56.0,569.4,739.3,-6.3,2132.4,1126.0,17.0,2309.3,-45.3,100.6,2557.1,8.9
Australia,2020,5,8,305,313,410,695,1117,2222,2536,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,9.8,-1.8,19.9,328.2,-23.2,338.0,-25.0,188.7,441.1,-31.1,568.2,737.7,-42.7,2115.2,1116.9,0.1,2295.7,-73.7,100.1,2543.0,-7.0
Australia,2020,6,8,318,327,430,715,1101,2246,2573,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.2,10.5,-2.5,19.8,325.9,-7.9,336.4,-10.4,184.6,431.6,-1.6,558.9,725.6,-10.6,2129.5,1124.5,-23.5,2281.7,-35.7,99.5,2528.1,44.9
Australia,2020,7,7,341,349,445,740,1062,2247,2596,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,9.8,-2.8,20.3,334.5,6.5,344.3,3.7,180.0,420.9,24.1,566.5,735.6,4.4,2195.6,1159.4,-97.4,2315.9,-68.9,101.1,2569.6,26.4
Australia,2020,8,6,326,333,455,687,1143,2285,2618,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.4,11.5,-5.5,19.7,325.3,0.7,336.8,-4.8,193.5,452.5,2.5,577.2,749.4,-62.4,2182.0,1152.2,-9.2,2354.1,-69.1,102.3,2598.3,19.7
Australia,2020,9,10,331,342,411,749,1115,2275,2617,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,9.8,0.2,21.2,349.6,-18.6,359.4,-18.4,180.5,422.1,-11.1,617.4,801.6,-52.6,2151.1,1135.9,-20.9,2359.6,-84.6,103.3,2624.4,-7.4
Australia,2020,10,8,327,335,436,718,1138,2292,2628,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.4,11.5,-3.5,21.0,346.5,-19.5,358.0,-23.0,189.8,443.8,-7.8,554.0,719.3,-1.3,2199.0,1161.2,-23.2,2324.2,-32.2,102.0,2591.0,37.0
Australia,2020,11,8,329,337,458,707,1075,2240,2578,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.2,10.5,-2.5,19.7,324.5,4.5,335.0,2.0,197.3,461.3,-3.3,581.0,754.3,-47.3,2116.9,1117.9,-42.9,2333.5,-93.5,101.4,2576.2,1.8
Australia,2020,12,9,335,344,431,759,1158,2348,2693,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.4,11.5,-2.5,20.0,329.9,5.1,341.4,2.6,194.7,455.3,-24.3,579.8,752.7,6.3,2150.9,1135.8,22.2,2343.8,4.2,102.0,2592.2,100.8
Australia,2020,13,9,369,378,512,817,1124,2453,2832,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,10.2,-1.2,19.8,326.9,42.1,337.1,40.9,186.0,434.9,77.1,595.1,772.7,44.3,2169.5,1145.6,-21.6,2353.2,99.8,102.2,2597.2,234.8
Australia,2020,14,9,355,365,435,753,1251,2439,2804,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,9.8,-0.8,20.8,343.4,11.6,353.2,10.8,188.2,439.9,-4.9,592.7,769.5,-16.5,2143.6,1131.9,119.1,2341.4,97.6,102.4,2601.1,202.9
Australia,2020,15,9,348,357,441,754,1189,2384,2742,4751724,16490628,21242352,2338091,1298317,528050,25406811,1.9,9.1,-0.1,20.7,340.8,7.2,349.9,7.1,187.7,438.9,2.1,587.9,763.3,-9.3,2248.0,1187.1,1.9,2389.3,-5.3,104.1,2645.7,96.3
Australia,2020,16,9,328,338,444,744,1145,2333,2671,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.0,9.5,-0.5,21.1,348.6,-20.6,358.0,-21.0,194.0,453.7,-9.7,602.0,781.6,-37.6,2249.3,1187.8,-42.8,2423.0,-90.0,105.7,2684.7,-13.7
Australia,2020,17,7,336,343,412,755,1204,2371,2715,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.2,10.5,-3.5,20.5,338.3,-2.3,348.8,-5.8,180.6,422.2,-10.2,591.8,768.4,-13.4,2203.8,1163.7,40.3,2354.2,16.8,102.7,2609.8,105.2
Australia,2020,18,8,315,323,452,752,1150,2354,2678,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.0,9.5,-1.5,19.7,324.6,-9.6,334.1,-11.1,183.7,429.4,22.6,598.1,776.6,-24.6,2360.1,1246.3,-96.3,2452.3,-98.3,105.9,2689.7,-11.7
Australia,2020,19,11,348,359,473,732,1227,2432,2792,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,9.8,1.2,20.3,335.3,12.7,345.1,13.9,193.3,452.0,21.0,660.3,857.3,-125.3,2406.1,1270.5,-43.5,2579.8,-147.8,111.1,2821.5,-29.5
Australia,2020,20,8,310,319,462,785,1167,2414,2733,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.3,11.2,-3.2,20.4,336.4,-26.4,347.6,-29.6,193.3,451.9,10.1,635.4,824.9,-39.9,2480.0,1309.6,-142.6,2586.3,-172.3,111.5,2832.3,-99.3
Australia,2020,21,7,330,337,420,769,1239,2428,2766,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.2,10.5,-3.5,20.8,343.8,-13.8,354.3,-17.3,207.4,484.8,-64.8,649.5,843.3,-74.3,2486.6,1313.1,-74.1,2641.2,-213.2,113.8,2891.5,-125.5
Australia,2020,22,9,320,329,472,771,1177,2420,2750,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.3,11.2,-2.2,21.4,353.4,-33.4,364.6,-35.6,196.7,460.0,12.0,645.7,838.3,-67.3,2573.2,1358.8,-181.8,2657.1,-237.1,114.8,2917.3,-167.3
Australia,2020,23,10,328,338,446,754,1215,2415,2754,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.3,11.2,-1.2,21.3,351.1,-23.1,362.3,-24.3,205.2,479.7,-33.7,667.3,866.4,-112.4,2660.7,1405.0,-190.0,2751.1,-336.1,118.3,3005.8,-251.8
Australia,2020,24,9,322,331,404,751,1221,2376,2708,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.4,11.5,-2.5,20.6,340.3,-18.3,351.8,-20.8,198.9,465.0,-61.0,652.4,847.0,-96.0,2589.9,1367.6,-146.6,2679.6,-303.6,115.2,2926.6,-218.6
Australia,2020,25,9,310,319,421,720,1169,2310,2630,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.2,10.5,-1.5,20.3,334.6,-24.6,345.0,-26.0,206.1,481.8,-60.8,668.7,868.2,-148.2,2574.9,1359.7,-190.7,2709.6,-399.6,116.0,2947.1,-317.1
Australia,2020,26,8,311,319,449,693,1249,2391,2711,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.3,10.8,-2.8,21.1,347.4,-36.4,358.2,-39.2,216.3,505.7,-56.7,661.5,858.8,-165.8,2625.9,1386.6,-137.6,2751.0,-360.0,118.1,3001.4,-290.4
Australia,2020,27,8,340,349,414,764,1242,2420,2769,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.3,10.8,-2.8,21.6,355.8,-15.8,366.6,-18.6,218.7,511.2,-97.2,681.7,885.1,-121.1,2661.0,1405.1,-163.1,2801.5,-381.5,120.3,3056.5,-287.5
Australia,2020,28,12,364,376,456,744,1197,2397,2774,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,10.1,1.9,21.5,355.2,8.8,365.3,10.7,219.1,512.4,-56.4,658.9,855.4,-111.4,2688.3,1419.6,-222.6,2787.4,-390.4,119.8,3042.5,-268.5
Australia,2020,29,10,321,332,421,760,1203,2384,2716,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.3,10.8,-0.8,21.1,347.9,-26.9,358.7,-27.7,212.5,496.9,-75.9,691.1,897.2,-137.2,2829.1,1493.9,-290.9,2888.0,-504.0,123.3,3132.7,-416.7
Australia,2020,30,12,335,347,459,831,1387,2677,3025,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,10.1,1.9,20.6,339.1,-4.1,349.3,-2.3,212.3,496.5,-37.5,731.6,949.9,-118.9,2848.7,1504.2,-117.2,2950.6,-273.6,125.2,3181.1,-156.1
Australia,2020,31,10,327,338,453,776,1256,2485,2823,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.3,10.8,-0.8,20.9,344.2,-17.2,355.0,-18.0,203.9,476.7,-23.7,697.1,905.0,-129.0,2791.2,1473.9,-217.9,2855.6,-370.6,121.9,3096.0,-273.0
Australia,2020,32,9,352,361,467,848,1366,2681,3043,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.4,11.5,-2.5,20.8,343.5,8.5,354.9,6.1,208.3,487.1,-20.1,706.7,917.5,-69.5,2818.8,1488.5,-122.5,2893.1,-212.1,123.3,3131.9,-88.9
Australia,2020,33,7,317,325,481,807,1397,2685,3010,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.2,10.5,-3.5,21.4,352.3,-35.3,362.8,-38.8,212.7,497.4,-16.4,681.0,884.1,-77.1,2853.7,1506.9,-109.9,2888.4,-203.4,123.5,3137.4,-127.4
Australia,2020,34,8,328,337,450,718,1333,2501,2838,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.2,10.5,-2.5,21.7,357.5,-29.5,368.0,-32.0,205.9,481.5,-31.5,689.3,894.9,-176.9,2877.0,1519.2,-186.2,2895.5,-394.5,124.0,3149.2,-311.2
Australia,2020,35,7,289,297,472,790,1268,2530,2827,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.4,11.5,-4.5,22.1,364.0,-75.0,375.5,-79.5,223.8,523.3,-51.3,711.0,923.1,-133.1,2777.1,1466.5,-198.5,2912.8,-382.8,124.8,3171.0,-344.0
Australia,2020,36,8,337,345,476,828,1254,2558,2904,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.3,10.8,-2.8,22.3,367.9,-30.9,378.7,-33.7,216.5,506.2,-30.2,687.8,892.9,-64.9,2790.9,1473.7,-219.7,2872.9,-314.9,123.5,3137.7,-233.7
Australia,2020,37,10,339,350,407,738,1276,2421,2771,4751724,16490628,21242352,2338091,1298317,528050,25406811,1.8,8.8,1.2,20.1,331.5,7.5,340.2,8.8,206.8,483.6,-76.6,653.2,848.0,-110.0,2781.2,1468.6,-192.6,2800.2,-379.2,119.2,3029.6,-258.6
Australia,2020,38,7,304,311,451,745,1259,2455,2767,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,9.8,-2.8,20.0,330.2,-26.2,340.0,-29.0,211.5,494.5,-43.5,661.2,858.5,-113.5,2692.3,1421.7,-162.7,2774.7,-319.7,118.2,3003.9,-236.9
Australia,2020,39,11,357,368,447,755,1170,2372,2741,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,10.1,0.9,21.5,355.1,1.9,365.2,2.8,199.4,466.1,-19.1,635.0,824.4,-69.4,2509.3,1325.0,-155.0,2615.5,-243.5,113.2,2876.5,-135.5
Australia,2020,40,7,343,351,435,773,1179,2387,2738,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.2,10.5,-3.5,21.5,354.1,-11.1,364.6,-14.6,195.5,457.1,-22.1,643.5,835.5,-62.5,2504.7,1322.6,-143.6,2615.2,-228.2,113.2,2875.7,-137.7
Australia,2020,41,8,326,335,448,733,1136,2317,2652,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,10.1,-2.1,20.2,332.7,-6.7,342.9,-8.9,198.9,465.0,-17.0,630.0,817.9,-84.9,2472.9,1305.8,-169.8,2588.7,-271.7,111.4,2829.2,-177.2
Australia,2020,42,8,289,298,432,728,1128,2288,2586,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,10.1,-2.1,20.6,340.4,-51.4,350.5,-53.5,201.4,470.8,-38.8,609.2,790.9,-62.9,2395.8,1265.1,-137.1,2526.8,-238.8,109.3,2777.9,-191.9
Australia,2020,43,8,307,316,455,706,1110,2271,2587,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,9.8,-1.8,20.7,341.3,-34.3,351.1,-36.1,189.0,442.0,13.0,613.4,796.4,-90.4,2250.0,1188.1,-78.1,2426.5,-155.5,105.5,2681.1,-94.1
Australia,2020,44,8,339,347,447,744,1162,2353,2701,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,10.1,-2.1,21.1,348.1,-9.1,358.2,-11.2,196.8,460.2,-13.2,603.9,784.0,-40.0,2293.4,1211.0,-49.0,2455.3,-102.3,106.9,2716.4,-15.4
Australia,2020,45,9,341,350,431,736,1106,2273,2624,4751724,16490628,21242352,2338091,1298317,528050,25406811,1.9,9.1,-0.1,20.4,336.0,5.0,345.1,4.9,185.1,432.7,-1.7,586.9,762.0,-26.0,2244.0,1184.9,-78.9,2379.6,-106.6,103.6,2630.9,-6.9
Australia,2020,46,8,316,325,434,794,1154,2382,2707,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,10.1,-2.1,18.8,309.3,6.7,319.4,4.6,194.7,455.3,-21.3,590.2,766.2,27.8,2233.3,1179.3,-25.3,2400.8,-18.8,103.4,2625.9,81.1
Australia,2020,47,6,311,318,417,681,1156,2254,2572,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.4,11.5,-5.5,20.0,330.3,-19.3,341.8,-24.8,196.4,459.1,-42.1,593.1,770.0,-89.0,2204.1,1163.9,-7.9,2393.0,-139.0,103.9,2639.7,-67.7
Australia,2020,48,10,332,342,390,707,1118,2215,2558,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,9.8,0.2,19.0,313.1,18.9,323.0,19.0,184.2,430.8,-40.8,590.6,766.7,-59.7,2210.2,1167.1,-49.1,2364.6,-149.6,102.1,2593.6,-35.6
Australia,2020,49,9,320,329,410,767,1118,2295,2625,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.1,9.8,-0.8,19.3,318.6,1.4,328.4,0.6,196.2,458.7,-48.7,588.6,764.3,2.7,2198.6,1161.0,-43.0,2383.9,-88.9,103.0,2617.8,7.2
Australia,2020,50,10,341,351,414,746,1132,2292,2644,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.4,11.5,-1.5,21.2,349.9,-8.9,361.4,-10.4,187.2,437.6,-23.6,595.2,772.8,-26.8,2210.1,1167.0,-35.0,2377.5,-85.5,104.1,2644.7,-0.7
Australia,2020,51,10,339,349,438,697,1114,2249,2599,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.2,10.5,-0.5,20.3,335.0,4.0,345.5,3.5,192.0,449.0,-11.0,562.9,730.9,-33.9,2175.1,1148.6,-34.6,2328.5,-79.5,101.6,2582.2,16.8
Australia,2020,52,9,307,316,403,664,1137,2204,2521,4751724,16490628,21242352,2338091,1298317,528050,25406811,2.0,9.5,-0.5,18.4,304.0,3.0,313.5,2.5,176.8,413.5,-10.5,569.7,739.7,-75.7,2153.4,1137.1,-0.1,2290.3,-86.3,98.9,2512.9,8.1
Austria,2020,1,1,222,223,221,485,690,1396,1621,1276711,5843186,7119898,857839,626090,226910,8830738,5.2,6.7,-5.7,40.8,238.6,-16.6,245.3,-22.3,347.0,297.7,-76.7,913.3,571.8,-86.8,3664.7,831.5,-141.5,1701.0,-305.0,216.8,1914.6,-293.6
Austria,2020,2,8,231,239,262,492,715,1469,1710,1276711,5843186,7119898,857839,626090,226910,8830738,6.0,7.7,0.3,41.5,242.3,-11.3,250.0,-11.0,346.0,296.8,-34.8,933.7,584.6,-92.6,3869.3,878.0,-163.0,1759.4,-290.4,223.8,1976.4,-266.4
Austria,2020,3,12,223,235,273,539,756,1568,1805,1276711,5843186,7119898,857839,626090,226910,8830738,4.5,5.7,6.3,40.6,237.0,-14.0,242.7,-7.7,314.1,269.4,3.6,863.2,540.4,-1.4,3601.7,817.3,-61.3,1627.1,-59.1,208.4,1840.3,-35.3
Austria,2020,4,13,260,273,257,517,739,1513,1787,1276711,5843186,7119898,857839,626090,226910,8830738,5.8,7.4,5.6,39.2,229.0,31.0,236.4,36.6,320.6,275.0,-18.0,806.5,504.9,12.1,3573.4,810.8,-71.8,1590.8,-77.8,203.8,1799.8,-12.8
Austria,2020,5,9,226,235,278,594,848,1720,1956,1276711,5843186,7119898,857839,626090,226910,8830738,8.1,10.4,-1.4,41.3,241.3,-15.3,251.6,-16.6,328.6,281.9,-3.9,882.5,552.5,41.5,3696.0,838.7,9.3,1673.1,46.9,214.5,1894.4,61.6
Austria,2020,6,8,214,222,252,509,705,1466,1690,1276711,5843186,7119898,857839,626090,226910,8830738,5.8,7.4,0.6,43.7,255.6,-41.6,262.9,-40.9,324.6,278.5,-26.5,874.9,547.8,-38.8,3618.9,821.2,-116.2,1647.4,-181.4,213.0,1881.2,-191.2
Austria,2020,7,2,228,230,256,468,773,1497,1729,1276711,5843186,7119898,857839,626090,226910,8830738,3.9,5.0,-3.0,40.8,238.3,-10.3,243.4,-13.4,336.1,288.3,-32.3,827.7,518.2,-50.2,3549.9,805.5,-32.5,1612.1,-115.1,207.0,1828.3,-99.3
Austria,2020,8,6,224,230,269,493,733,1495,1727,1276711,5843186,7119898,857839,626090,226910,8830738,5.5,7.0,-1.0,40.9,239.0,-15.0,246.0,-16.0,327.7,281.1,-12.1,835.7,523.2,-30.2,3637.2,825.3,-92.3,1629.7,-134.7,209.2,1847.7,-120.7
Austria,2020,9,11,236,247,255,532,740,1527,1776,1276711,5843186,7119898,857839,626090,226910,8830738,7.9,10.0,1.0,41.1,240.3,-4.3,250.3,-3.3,341.0,292.5,-37.5,840.4,526.1,5.9,3514.1,797.4,-57.4,1616.1,-89.1,208.2,1838.3,-62.3
Austria,2020,10,7,244,252,261,518,720,1499,1752,1276711,5843186,7119898,857839,626090,226910,8830738,7.9,10.0,-3.0,39.5,231.0,13.0,241.1,9.9,312.0,267.7,-6.7,870.8,545.2,-27.2,3442.8,781.2,-61.2,1594.1,-95.1,204.7,1807.5,-55.5
Austria,2020,11,9,246,256,271,487,711,1469,1726,1276711,5843186,7119898,857839,626090,226910,8830738,4.5,5.7,3.3,39.4,230.4,15.6,236.1,18.9,334.1,286.6,-15.6,820.0,513.4,-26.4,3353.6,761.0,-50.0,1560.9,-91.9,200.4,1770.1,-44.1
Austria,2020,12,9,260,269,274,538,762,1574,1844,1276711,5843186,7119898,857839,626090,226910,8830738,5.0,6.4,2.6,37.8,221.1,38.9,227.5,41.5,309.7,265.7,8.3,703.9,440.7,97.3,3077.9,698.4,63.6,1404.8,169.2,182.1,1608.0,236.0
Austria,2020,13,7,256,263,243,531,735,1509,1773,1276711,5843186,7119898,857839,626090,226910,8830738,5.0,6.4,0.6,38.7,226.1,29.9,232.4,30.6,311.0,266.8,-23.8,743.2,465.3,65.7,3108.6,705.4,29.6,1437.4,71.6,186.3,1645.6,127.4
Austria,2020,14,6,260,266,255,563,752,1570,1836,1276711,5843186,7119898,857839,626090,226910,8830738,4.7,6.0,-0.0,36.0,210.2,49.8,216.2,49.8,288.1,247.2,7.8,779.7,488.2,74.8,2953.6,670.2,81.8,1405.5,164.5,180.8,1596.6,239.4
Austria,2020,15,4,245,250,266,529,755,1550,1801,1276711,5843186,7119898,857839,626090,226910,8830738,5.5,7.0,-3.0,34.6,202.2,42.8,209.3,39.7,298.9,256.4,9.6,748.8,468.8,60.2,2862.0,649.4,105.6,1374.7,175.3,176.5,1558.9,242.1
Austria,2020,16,6,237,243,259,502,706,1467,1712,1276711,5843186,7119898,857839,626090,226910,8830738,4.5,5.7,0.3,38.3,223.7,13.3,229.4,13.6,294.5,252.6,6.4,699.3,437.8,64.2,2830.8,642.3,63.7,1332.8,134.2,174.3,1539.5,172.5
Austria,2020,17,10,230,240,254,464,636,1354,1595,1276711,5843186,7119898,857839,626090,226910,8830738,5.5,7.0,3.0,35.6,208.2,21.8,215.2,24.8,270.9,232.4,21.6,642.2,402.1,61.9,2768.5,628.2,7.8,1262.7,91.3,165.0,1456.8,138.2
Austria,2020,18,4,224,228,209,423,625,1257,1487,1276711,5843186,7119898,857839,626090,226910,8830738,4.2,5.4,-1.4,34.6,201.9,22.1,207.2,20.8,286.9,246.1,-37.1,699.2,437.7,-14.7,2714.3,615.9,9.1,1299.8,-42.8,168.0,1483.5,3.5
Austria,2020,19,4,233,237,239,435,614,1288,1527,1276711,5843186,7119898,857839,626090,226910,8830738,6.0,7.7,-3.7,36.4,212.8,20.2,220.5,16.5,265.3,227.6,11.4,679.7,425.5,9.5,2536.5,575.6,38.4,1228.7,59.3,161.8,1428.4,98.6
Austria,2020,20,8,216,224,251,434,585,1270,1496,1276711,5843186,7119898,857839,626090,226910,8830738,5.0,6.4,1.6,37.8,220.8,-4.8,227.2,-3.2,296.9,254.7,-3.7,676.9,423.8,10.2,2614.8,593.3,-8.3,1271.8,-1.8,167.2,1476.2,19.8
Austria,2020,21,7,201,208,238,456,584,1278,1488,1276711,5843186,7119898,857839,626090,226910,8830738,7.3,9.4,-2.4,37.1,216.8,-15.8,226.2,-18.2,256.8,220.3,17.7,650.3,407.1,48.9,2542.0,576.8,7.2,1204.2,73.8,159.8,1410.9,77.1
Austria,2020,22,3,243,246,206,388,582,1176,1424,1276711,5843186,7119898,857839,626090,226910,8830738,5.8,7.4,-4.4,36.4,212.5,30.5,219.8,26.2,268.4,230.2,-24.2,707.5,443.0,-55.0,2613.6,593.1,-11.1,1266.2,-90.2,165.8,1464.4,-40.4
Austria,2020,23,7,235,242,230,415,607,1252,1497,1276711,5843186,7119898,857839,626090,226910,8830738,5.8,7.4,-0.4,36.0,210.5,24.5,217.9,24.1,282.5,242.3,-12.3,635.7,398.0,17.0,2608.6,591.9,15.1,1232.2,19.8,162.0,1430.3,66.7
Austria,2020,24,3,220,223,229,412,601,1242,1468,1276711,5843186,7119898,857839,626090,226910,8830738,5.0,6.4,-3.4,36.1,210.8,9.2,217.2,5.8,269.6,231.3,-2.3,675.7,423.1,-11.1,2708.1,614.5,-13.5,1268.8,-26.8,165.8,1464.4,3.6
Austria,2020,25,5,210,215,216,393,593,1202,1419,1276711,5843186,7119898,857839,626090,226910,8830738,5.5,7.0,-2.0,38.8,226.7,-16.7,233.8,-18.8,274.9,235.8,-19.8,679.7,425.5,-32.5,2505.8,568.6,24.4,1229.9,-27.9,163.3,1442.5,-23.5
Austria,2020,26,7,202,209,223,399,611,1233,1444,1276711,5843186,7119898,857839,626090,226910,8830738,8.6,11.0,-4.0,36.3,211.9,-9.9,222.9,-13.9,274.1,235.1,-12.1,683.0,427.6,-28.6,2526.6,573.3,37.7,1236.0,-3.0,162.8,1437.7,6.3
Austria,2020,27,7,235,242,264,432,629,1325,1568,1276711,5843186,7119898,857839,626090,226910,8830738,6.0,7.7,-0.7,39.8,232.4,2.6,240.1,1.9,278.4,238.8,25.2,671.1,420.2,11.8,2579.5,585.3,43.7,1244.3,80.7,165.6,1462.4,105.6
Austria,2020,28,12,199,211,219,393,564,1176,1389,1276711,5843186,7119898,857839,626090,226910,8830738,4.7,6.0,6.0,33.0,193.0,6.0,199.0,12.0,260.9,223.8,-4.8,629.7,394.3,-1.3,2532.1,574.6,-10.6,1192.7,-16.7,155.2,1370.9,18.1
Austria,2020,29,2,199,201,250,445,552,1247,1449,1276711,5843186,7119898,857839,626090,226910,8830738,6.3,8.0,-6.0,36.8,214.8,-15.8,222.8,-21.8,269.4,231.1,18.9,688.8,431.3,13.7,2723.1,617.9,-65.9,1280.2,-33.2,167.7,1481.2,-32.2
Austria,2020,30,4,219,223,224,436,573,1233,1459,1276711,5843186,7119898,857839,626090,226910,8830738,5.5,7.0,-3.0,34.2,199.6,19.4,206.6,16.4,266.9,228.9,-4.9,696.8,436.3,-0.3,2737.0,621.1,-48.1,1286.2,-53.2,166.6,1471.4,-12.4
Austria,2020,31,6,228,234,232,457,608,1297,1534,1276711,5843186,7119898,857839,626090,226910,8830738,4.2,5.3,0.7,38.2,223.1,4.9,228.4,5.6,284.2,243.8,-11.8,716.7,448.7,8.3,2976.3,675.4,-67.4,1367.9,-70.9,178.1,1572.4,-38.4
Austria,2020,32,7,221,228,212,435,562,1209,1439,1276711,5843186,7119898,857839,626090,226910,8830738,3.7,4.7,2.3,36.9,215.8,5.2,220.5,7.5,264.1,226.5,-14.5,656.2,410.8,24.2,2623.5,595.3,-33.3,1232.7,-23.7,162.2,1432.6,6.4
Austria,2020,33,11,216,227,250,465,671,1386,1614,1276711,5843186,7119898,857839,626090,226910,8830738,6.0,7.7,3.3,36.6,214.1,1.9,221.8,5.2,266.1,228.3,21.7,633.5,396.6,68.4,2585.7,586.7,84.3,1211.6,174.4,160.1,1414.0,200.0
Austria,2020,34,9,203,212,219,447,603,1269,1484,1276711,5843186,7119898,857839,626090,226910,8830738,4.7,6.0,3.0,37.5,219.1,-16.1,225.2,-13.2,261.8,224.6,-5.6,684.3,428.4,18.6,2708.0,614.5,-11.5,1267.5,1.5,166.6,1471.1,12.9
Austria,2020,35,4,216,220,212,460,612,1284,1507,1276711,5843186,7119898,857839,626090,226910,8830738,5.8,7.4,-3.4,38.2,223.4,-7.4,230.8,-10.8,265.1,227.4,-15.4,632.0,395.7,64.3,2595.3,588.9,23.1,1212.0,72.0,161.2,1423.3,83.7
Austria,2020,36,4,227,231,229,466,601,1296,1530,1276711,5843186,7119898,857839,626090,226910,8830738,3.4,4.4,-0.4,37.9,221.4,5.6,225.8,5.2,255.7,219.3,9.7,637.2,398.9,67.1,2449.1,555.7,45.3,1174.0,122.0,156.3,1380.6,149.4
Austria,2020,37,7,255,262,214,465,633,1312,1575,1276711,5843186,7119898,857839,626090,226910,8830738,7.1,9.0,-2.0,35.5,207.2,47.8,216.2,45.8,263.8,226.3,-12.3,680.3,425.9,39.1,2600.1,590.0,43.0,1242.2,69.8,162.7,1437.1,137.9
